year,sector,formulario,chapter,clave,concepto
2024,03,F2,c02,49,Obligaciones financieras (50+51+52+53+54)
2024,03,F2,c02,50,Préstamos de instituciones financieras y otras entidades
2024,03,F2,c02,51,Contratos de arrendamiento financiero
2024,03,F2,c02,52,Obligaciones emitidas y otros instrumentos financieros por pagar
2024,03,F2,c02,53,Costos de financiación por pagar
2024,03,F2,c02,54,Préstamos con compromisos de recompra
2024,03,F2,c02,55,Cuentas por pagar diversas - Terceros / Relacionadas
2024,03,F2,c02,56,(-) Costos financieros
2024,03,F2,c02,57,Provisiones
2024,03,F2,c02,59,"Tributos, contraprestaciones y aportes al sistema público de pensiones y de salud por pagar"
2024,03,F2,c02,60,Remuneraciones y participaciones por pagar
2024,03,F2,c02,61,Cuentas por pagar comerciales - Terceros / Relacionadas
2024,03,F2,c02,62,"Cuentas por pagar a los accionistas (socios, partícipes) y directores"
2024,03,F2,c02,63,Obligaciones financieras (64+65+66+67+68)
2024,03,F2,c02,64,Préstamos de instituciones financieras y otras entidades
2024,03,F2,c02,65,Contratos de arrendamiento financiero
2024,03,F2,c02,66,Obligaciones emitidas y otros instrumentos financieros por pagar
2024,03,F2,c02,67,Costos de financiación por pagar
2024,03,F2,c02,68,Préstamos con compromisos de recompra
2024,03,F2,c02,69,Cuentas por pagar diversas - Terceros / Relacionadas
2024,03,F2,c02,70,(-) Costos financieros
2024,03,F2,c02,71,Provisiones
2024,03,F2,c02,72,Pasivo diferido
2024,03,F2,c02,74,Capital
2024,03,F2,c02,75,Acciones de inversión
2024,03,F2,c02,76,(+/-) Capital adicional
2024,03,F2,c02,77,(+/-) Resultados no realizados
2024,03,F2,c02,78,Excedente de revaluación
2024,03,F2,c02,79,Reservas
2024,03,F2,c02,80,(+/-) Resultados acumulados (81+82)
2024,03,F2,c03,02,Ventas de Mercaderias (03+04)
2024,03,F2,c03,03,Venta mercaderías - Venta de exportación
2024,03,F2,c03,04,Venta mercaderías - Venta local
2024,03,F2,c03,05,Devoluciones sobre ventas (06+07)
2024,03,F2,c03,06,Devoluciones sobre ventas - Mercaderías - Venta de exportación
2024,03,F2,c03,07,Devoluciones sobre ventas - Mercaderías - Venta local
2024,03,F2,c03,08,"Descuentos, rebajas y bonificaciones concedidos"
2024,03,F2,c03,09,Compra de mercaderías / Costos vinculados con las compras de Mercaderias
2024,03,F2,c03,10,(+/-) Variación de mercaderías
2024,03,F2,c03,11,MARGEN COMERCIAL (01-09+10)
2024,03,F2,c03,14,Ventas de productos terminados (15+16)
2024,03,F2,c03,15,Productos terminados - Venta de exportación
2024,03,F2,c03,16,Productos terminados - Venta local
2024,03,F2,c03,17,Devoluciones sobre ventas - Productos terminados - Venta de exportación
2024,03,F2,c03,18,Devoluciones sobre ventas - Productos terminados - Venta local
2024,03,F2,c03,19,"Descuentos, rebajas y bonificaciones concedidos"
2024,03,F2,c03,21,"Ventas de subproductos, desechos y desperdicios"
2024,03,F2,c03,22,"Devoluciones sobre ventas - Subproductos, desechos y desperdicios"
2024,03,F2,c03,23,"Descuentos, rebajas y bonificaciones concedidos"
2024,03,F2,c03,25,Ventas de servicios terminados (26+27)
2024,03,F2,c03,26,Servicios - Exportación
2024,03,F2,c03,27,Servicios - Local
2024,03,F2,c03,28,Devoluciones sobre ventas - Inventarios de servicios rechazados
2024,03,F2,c03,29,"Descuentos, rebajas y bonificaciones concedidos"
2024,03,F2,c03,30,Variación de la producción almacenada (31+32+33+34+35)
2024,03,F2,c03,31,(+/-) Variación de productos terminados
2024,03,F2,c03,32,"(+/-) Variación de subproductos, desechos y desperdicios"
2024,03,F2,c03,33,(+/-) Variación de productos en proceso
2024,03,F2,c03,34,(+/-) Variación de envases y embalajes
2024,03,F2,c03,35,(+/-) Variación de inventarios de servicios
2024,03,F2,c03,36,Producción de activo inmovilizado
2024,03,F2,c03,37,PRODUCCIÓN DEL EJERCICIO (12+24+30+36)
2024,03,F2,c03,39,Materias primas
2024,03,F2,c03,40,"Materiales auxiliares, suministros y repuestos"
2024,03,F2,c03,41,Envases y embalajes
2024,03,F2,c03,42,Costos vinculados con las compras de materias primas
2024,03,F2,c03,43,"Costos vinculados con las compras de materiales auxiliares, suministros y repuestos"
2024,03,F2,c03,44,Costos vinculados con las compras de envases y embalajes
2024,03,F2,c03,45,(+/-) Variación de materias primas
2024,03,F2,c03,46,"(+/-) Variación de materiales auxiliares, suministros y repuestos"
2024,03,F2,c03,47,(+/-) Variación de envases y embalajes
2024,03,F2,c03,48,Gastos de servicios prestados por terceros (49+57+64+65+66+73+81+85+86)
2024,03,F2,c03,49,"Transporte, correos y gastos de viaje (50+53+54+55+56)"
2024,03,F2,c03,50,Transporte (51+52)
2024,03,F2,c03,51,Transporte de carga
2024,03,F2,c03,52,Transporte de pasajeros
2024,03,F2,c03,53,Correos
2024,03,F2,c03,54,Alojamiento
2024,03,F2,c03,55,Alimentación
2024,03,F2,c03,56,Otros gastos de viaje
2024,03,F2,c03,57,Asesoría y consultoría (58+59+60+61+62+63)
2024,03,F2,c03,58,Legal y tributaria
2024,03,F2,c03,59,Auditoría y contable
2024,03,F2,c03,60,Medioambiental
2024,03,F2,c03,61,Investigación y desarrollo
2024,03,F2,c03,62,Producción
2024,03,F2,c03,63,Otros
2024,03,F2,c03,64,Producción encargada a terceros
2024,03,F2,c03,65,Mantenimiento y reparaciones
2024,03,F2,c03,66,Alquileres (67+68+69+70+71+72)
2024,03,F2,c03,67,Terrenos
2024,03,F2,c03,68,Edificaciones
2024,03,F2,c03,69,Maquinarias y equipos de explotación
2024,03,F2,c03,70,Equipo de transporte
2024,03,F2,c03,71,Muebles y Enseres
2024,03,F2,c03,72,Equipos diversos
2024,03,F2,c03,73,Servicios básicos (74+75+76+77+78+79+80)
2024,03,F2,c03,74,Energía eléctrica
2024,03,F2,c03,75,Gas
2024,03,F2,c03,76,Agua
2024,03,F2,c03,77,Teléfono
2024,03,F2,c03,78,Internet
2024,03,F2,c03,79,Radio
2024,03,F2,c03,80,Cable
2024,03,F2,c03,81,"Publicidad, publicaciones, relaciones públicas (82+83+84)"
2024,03,F2,c03,82,Publicidad
2024,03,F2,c03,83,Publicaciones
2024,03,F2,c03,84,Relaciones públicas
2024,03,F2,c03,85,Servicios de contratistas
2024,03,F2,c03,86,Otros servicios prestados por terceros
2024,03,F2,c03,88,VALOR AGREGADO (38-87)
2024,03,F2,c03,89,(-) Gastos de personal y directores
2024,03,F2,c03,90,Gastos por tributos (91+99+100+106+109)
2024,03,F2,c03,91,Gobierno nacional (92+93+94+95+96+97+98)
2024,03,F2,c03,92,Impuesto General a las Ventas y Selectivo al Consumo
2024,03,F2,c03,93,Impuesto a las transacciones financieras
2024,03,F2,c03,94,Impuesto temporal a los activos netos
2024,03,F2,c03,95,Impuesto a los juegos de casino y máquinas tragamonedas
2024,03,F2,c03,96,Regalías mineras
2024,03,F2,c03,97,Cánones
2024,03,F2,c03,98,Otros
2024,03,F2,c03,99,Gobierno regional
2024,03,F2,c03,100,Gobierno local (101+102+103+104+105)
2024,03,F2,c03,101,Impuesto predial
2024,03,F2,c03,102,Arbitrios municipales y seguridad ciudadana
2024,03,F2,c03,103,Impuesto al patrimonio vehicular
2024,03,F2,c03,104,Licencia de funcionamiento
2024,03,F2,c03,105,Otros
2024,03,F2,c03,106,Otros gastos por tributos (107+108)
2024,03,F2,c03,107,Contribución al SENCICO
2024,03,F2,c03,108,Otros
2024,03,F2,c03,109,Gastos en deuda tributaria
2024,03,F2,c03,110,EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACIÓN (88-89-90)
2024,03,F2,c03,111,(-) Otros gastos de gestión (112+113+114+115+116+117+118)
2024,03,F2,c03,112,Seguros
2024,03,F2,c03,113,Regalías
2024,03,F2,c03,114,Suscripciones
2024,03,F2,c03,115,Licencias y derechos de vigencia
2024,03,F2,c03,116,Suministros
2024,03,F2,c03,117,Gestión medioambiental
2024,03,F2,c03,118,Otros gastos de gestión (119+120+121)
2024,03,F2,c03,119,Donaciones
2024,03,F2,c03,120,Sanciones administrativas
2024,03,F2,c03,121,Otros gastos de gestión - Gastos diversos
2024,03,F2,c03,122,(-) Valuación y deterioro de activos y provisiones (123+124+125+126+127+128+129+130+131)
2024,03,F2,c03,123,Depreciación de propiedades de inversión
2024,03,F2,c03,124,Depreciación de activos por derecho de uso - arrendamiento financiero
2024,03,F2,c03,125,Depreciación de activos por derecho de uso - arrendamiento operativo
2024,03,F2,c03,126,"Depreciación de propiedad, planta y equipo"
2024,03,F2,c03,127,Depreciación de activos biológicos en producción
2024,03,F2,c03,128,Amortización de intangibles
2024,03,F2,c03,129,Valuación de activos
2024,03,F2,c03,130,Deterioro del valor de los activos
2024,03,F2,c03,131,Provisiones
2024,03,F2,c03,132,"Descuentos, rebajas y bonificaciones obtenidos"
2024,03,F2,c03,133,Otros ingresos de gestión
2024,03,F2,c03,134,RESULTADO DE EXPLOTACIÓN (110-111-122+132+133)
2024,03,F2,c03,135,Ganancia por medición de activos no financieros al valor razonable
2024,03,F2,c03,136,Ingresos financieros
2024,03,F2,c03,137,(-) Pérdida por medición de activos no financieros al valor razonable
2024,03,F2,c03,138,(-) Gastos financieros
2024,03,F2,c03,139,(-) Costo neto de enajenación de activos inmovilizados y operaciones discontinuadas
2024,03,F2,c03,140,RESULTADO ANTES DE IMPUESTO A LAS GANANCIAS (134+135+136-137-138-139)
2024,03,F2,c03,141,(-) Impuesto a las ganancias - Corriente
2024,03,F2,c03,142,(-) Impuesto a las ganancias - Pasivo Diferido
2024,03,F2,c03,143,(+) Impuesto a las ganancias - Activo Diferido
2024,03,F2,c03,144,DETERMINACIÓN DEL RESULTADO DEL EJERCICIO (140-141-142+143)
2024,03,F2,c03a,02,Mercaderías
2024,03,F2,c03a,03,"Productos terminados, Subproductos, desechos y desperdicios"
2024,03,F2,c03a,04,Servicios terminados
2024,03,F2,c03a,05,Devoluciones sobre ventas
2024,03,F2,c03a,06,"Descuentos, rebajas y bonificaciones concedidos"
2024,03,F2,c03a,08,Mercaderías
2024,03,F2,c03a,09,"Productos terminados, Subproductos desechos y desperdicios"
2024,03,F2,c03a,10,Servicios terminados
2024,03,F2,c03a,11,Gastos por desvalorización de inventarios al costo
2024,03,F2,c03a,13,(-) Gasto de venta
2024,03,F2,c03a,14,(-) Gasto de administración
2024,03,F2,c03a,15,(-) Otros gastos
2024,03,F2,c03a,17,"Descuentos, rebajas y bonificaciones obtenidos"
2024,03,F2,c03a,18,Otros ingresos de gestión (19+20+21+22+29+30+31+32)
2024,03,F2,c03a,19,Servicios en beneficio del personal
2024,03,F2,c03a,20,Comisiones y corretajes
2024,03,F2,c03a,21,Regalías
2024,03,F2,c03a,22,Alquileres (23 a 28)
2024,03,F2,c03a,23,Plantas productoras
2024,03,F2,c03a,24,Terrenos
2024,03,F2,c03a,25,Edificaciones
2024,03,F2,c03a,26,Maquinarias y equipos de explotación
2024,03,F2,c03a,27,Unidades de transporte
2024,03,F2,c03a,28,Equipos diversos
2024,03,F2,c03a,29,Recuperación de cuentas de valuación
2024,03,F2,c03a,30,Enajenación de activos inmovilizados
2024,03,F2,c03a,31,Recuperación de deterioro de cuentas de activos inmovilizados
2024,03,F2,c03a,32,Otros ingresos de gestión (33 a 37)
2024,03,F2,c03a,33,Subsidios gubernamentales
2024,03,F2,c03a,34,Reclamos al seguro
2024,03,F2,c03a,35,Donaciones
2024,03,F2,c03a,36,Devoluciones tributarias
2024,03,F2,c03a,37,Otros ingresos de gestión
2024,03,F2,c03a,38,Ganancia por medición de activos no financieros al valor razonable (39+40)
2024,03,F2,c03a,39,Activo realizable
2024,03,F2,c03a,40,Activo inmovilizado
2024,03,F2,c03a,41,Ingresos financieros (42+43)+(49 al 55)
2024,03,F2,c03a,42,Ganancia por instrumento financiero derivado
2024,03,F2,c03a,43,Rendimientos ganados (44 al 48)
2024,03,F2,c03a,44,Depósitos en instituciones financieras
2024,03,F2,c03a,45,Cuentas por cobrar comerciales
2024,03,F2,c03a,46,Préstamos otorgados
2024,03,F2,c03a,47,Inversiones a ser mantenidas hasta el vencimiento
2024,03,F2,c03a,48,Instrumentos financieros representativos de derecho patrimonial
2024,03,F2,c03a,49,Dividendos
2024,03,F2,c03a,50,Ingresos en operaciones de factoraje (factoring)
2024,03,F2,c03a,51,Descuentos obtenidos por pronto pago
2024,03,F2,c03a,52,Diferencia en cambio
2024,03,F2,c03a,53,Ganancia por medición de activos y pasivos financieros al valor razonable
2024,03,F2,c03a,54,Participación en resultados de entidades relacionadas
2024,03,F2,c03a,55,Otros ingresos financieros
2024,03,F2,c03a,56,(-) Pérdida por medición de activos no financieros al valor razonable (57+58)
2024,03,F2,c03a,57,Activo realizable
2024,03,F2,c03a,58,Activo inmovilizado
2024,03,F2,c03a,59,(-) Gastos financieros (60 al 62)+(67 al 72)
2024,03,F2,c03a,60,Gastos en operaciones de endeudamiento y otros
2024,03,F2,c03a,61,Pérdida por instrumentos financieros derivados
2024,03,F2,c03a,62,Intereses por préstamos y otras obligaciones (63 al 66)
2024,03,F2,c03a,63,Préstamos de instituciones financieras y otras entidades
2024,03,F2,c03a,64,Obligaciones emitidas
2024,03,F2,c03a,65,Obligaciones comerciales
2024,03,F2,c03a,66,al 6734 Otros
2024,03,F2,c03a,67,Gastos en operaciones de factoraje (factoring)
2024,03,F2,c03a,68,Descuentos concedidos por pronto pago
2024,03,F2,c03a,69,Diferencia de cambio
2024,03,F2,c03a,70,Pérdida por medición de activos y pasivos financieros al valor razonable
2024,03,F2,c03a,71,Participación en resultados de entidades relacionadas
2024,03,F2,c03a,72,Otros gastos financieros
2024,03,F2,c03a,74,(-) Impuesto a las ganancias - Corriente
2024,03,F2,c03a,75,(-) Impuesto a las ganancias - Pasivo Diferido
2024,03,F2,c03a,76,(+) Impuesto a las ganancias - Activo Diferido
2024,03,F2,c03a,77,DETERMINACIÓN DEL RESULTADO DEL EJERCICIO (73-74-75+76)
2024,03,F2,c04,02,Mercaderías
2024,03,F2,c04,03,Productos terminados
2024,03,F2,c04,04,"Subproductos, desechos y desperdicios"
2024,03,F2,c04,05,Productos en proceso
2024,03,F2,c04,06,Materias primas
2024,03,F2,c04,07,"Materiales auxiliares, suministros y repuestos"
2024,03,F2,c04,08,Envases y embalajes
2024,03,F2,c04,09,Inventarios por recibir
2024,03,F2,c05,01,Propiedades de inversión (02+03+04)
2024,03,F2,c05,02,Propiedades de inversión - Terrenos
2024,03,F2,c05,03,Propiedades de inversión - Edificaciones
2024,03,F2,c05,04,Propiedades de inversión - Construcciones en Curso
2024,03,F2,c05,05,"Propiedad, planta y equipo (06+07+08+09+10+11+12+16+17+18)"
2024,03,F2,c05,06,Planta productora
2024,03,F2,c05,07,Terrenos
2024,03,F2,c05,08,Edificaciones
2024,03,F2,c05,09,Maquinaria y equipo de explotación
2024,03,F2,c05,10,Unidades de transporte
2024,03,F2,c05,11,Muebles y enseres
2024,03,F2,c05,12,Equipos diversos (13+14+15)
2024,03,F2,c05,13,Equipo para procesamiento de información
2024,03,F2,c05,14,Equipo de comunicación
2024,03,F2,c05,15,3369 Otros equipos diversos
2024,03,F2,c05,16,Herramientas y unidades de reemplazo
2024,03,F2,c05,17,Unidades por recibir
2024,03,F2,c05,18,Obras en curso
2024,03,F2,c05,20,Intangibles (21+22+23+24+25+26+27)
2024,03,F2,c05,21,"Concesiones, licencias y otros derechos"
2024,03,F2,c05,22,Patentes y propiedad industrial
2024,03,F2,c05,23,Programas de computadora (Software)
2024,03,F2,c05,24,Costos de exploración y desarrollo
2024,03,F2,c05,25,"Fórmulas, diseños y prototipos"
2024,03,F2,c05,26,Plusvalía mercantíl
2024,03,F2,c05,27,Otros activos intangibles
2024,03,F2,c05,28,Activos biológicos (29+30)
2024,03,F2,c05,29,Activos biológicos en producción
2024,03,F2,c05,30,Activos biológicos en desarrollo
2024,03,F2,c05a,01,Propiedades de inversión - Arrendamiento financiero (02+03)
2024,03,F2,c05a,02,Activos por derecho de uso - Terrenos
2024,03,F2,c05a,03,Activos por derecho de uso - Edificaciones
2024,03,F2,c05a,04,"Propiedad, planta y equipo - Arrendamiento financiero (05+06+07+08+09+10+11+12+13)"
2024,03,F2,c05a,05,Planta productora en producción
2024,03,F2,c05a,06,Planta productora en desarrollo
2024,03,F2,c05a,07,Terrenos
2024,03,F2,c05a,08,Edificaciones
2024,03,F2,c05a,09,Maquinaria y equipos de explotación
2024,03,F2,c05a,10,Unidades de transporte
2024,03,F2,c05a,11,Muebles y enseres
2024,03,F2,c05a,12,Equipos diversos
2024,03,F2,c05a,13,Herramientas y unidades de reemplazo
2024,03,F2,c05a,14,"Propiedad, planta y equipo - Arrendamiento operativo (15+16+17+18+19+20)"
2024,03,F2,c05a,15,Planta productora en producción
2024,03,F2,c05a,16,Terrenos
2024,03,F2,c05a,17,Edificaciones
2024,03,F2,c05a,18,Maquinaria y equipos de explotación
2024,03,F2,c05a,19,Unidades de transporte
2024,03,F2,c05a,20,Equipos diversos
2024,03,F2,c06,01,Depreciación acumulada propiedades de inversión - Edificaciones
2024,03,F2,c06,02,"Depreciación acumulada de propiedad, planta y equipo (03+14+24+28)"
2024,03,F2,c06,03,Depreciación acumulada - Costo (04+05+06+07+08+09+10+11+12+13)
2024,03,F2,c06,04,Plantas productoras
2024,03,F2,c06,05,Edificaciones
2024,03,F2,c06,06,Instalaciones
2024,03,F2,c06,07,Mejoras en locales arrendados
2024,03,F2,c06,08,Maquinarias y equipos de explotación
2024,03,F2,c06,09,Unidades de transporte
2024,03,F2,c06,10,Muebles y enseres
2024,03,F2,c06,11,Equipos diversos
2024,03,F2,c06,12,Herramientas
2024,03,F2,c06,13,Unidades de reemplazo
2024,03,F2,c06,14,"Propiedad, planta y equipo - Revaluación (15+16+17+18+19+20+21+22+23)"
2024,03,F2,c06,15,Plantas productoras
2024,03,F2,c06,16,Edificaciones
2024,03,F2,c06,17,Instalaciones
2024,03,F2,c06,18,Mejoras en locales arrendados
2024,03,F2,c06,19,Maquinarias y equipos de explotación
2024,03,F2,c06,20,Unidades de transporte
2024,03,F2,c06,21,Muebles y enseres
2024,03,F2,c06,22,Equipos diversos
2024,03,F2,c06,23,Herramientas y unidades de reemplazo
2024,03,F2,c06,24,"Propiedad, planta y equipo - Costo de financiación (25+26+27)"
2024,03,F2,c06,25,Plantas productoras
2024,03,F2,c06,26,Edificaciones
2024,03,F2,c06,27,Maquinarias y equipos de explotación
2024,03,F2,c06,28,"Propiedad, planta y equipo - Valor razonable - Plantas productoras"
2024,03,F2,c06,29,Amortización acumulada (30+31+32+33+34+35)
2024,03,F2,c06,30,"/ 39621 Concesiones, licencias y otros derechos"
2024,03,F2,c06,31,/ 39622 Patentes y propiedad industrial
2024,03,F2,c06,32,/ 39623 / 39633 Programas de computadora (Software)
2024,03,F2,c06,33,/ 3 3 9 9 6 6 2 3 4 5 / 39634 / Costos de exploración y desarrollo
2024,03,F2,c06,34,"/ 39625 Fórmulas, diseños y prototipos"
2024,03,F2,c06,35,/ 39629 Otros activos intangibles
2024,03,F2,c06,36,Depreciación acumulada - Activos biológicos en producción
2024,03,F2,c06a,01,Depreciación acumulada propiedades de inversión - Arrendamiento financiero - Edificaciones
2024,03,F2,c06a,03,Edificaciones
2024,03,F2,c06a,04,Maquinarias y equipos de explotación
2024,03,F2,c06a,05,Unidades de transporte
2024,03,F2,c06a,06,Muebles y enseres
2024,03,F2,c06a,07,Equipos diversos
2024,03,F2,c06a,08,Depreciación acumulada - Activos por derecho de uso - Arrendamiento operativo
2024,03,F2,c06a,09,P(0la9n+t1a0s+ p1r1o+d1u2c+to1r3a+s14)
2024,03,F2,c06a,10,Terrenos
2024,03,F2,c06a,11,Edificaciones
2024,03,F2,c06a,12,Maquinarias y equipos de explotación
2024,03,F2,c06a,13,Unidades de transporte
2024,03,F2,c06a,14,Equipos diversos
2024,03,F2,c07,01,DIVIDENDOS PAGADOS EN EL AÑO
2024,03,F2,c09,02,Remuneraciones (03+04+05+06+07)
2024,03,F2,c09,03,Sueldos y Salarios
2024,03,F2,c09,04,Comisiones
2024,03,F2,c09,05,Remuneraciones en especie
2024,03,F2,c09,06,Gratificaciones
2024,03,F2,c09,07,Vacaciones
2024,03,F2,c09,08,Otras remuneraciones
2024,03,F2,c09,09,Indemnizaciones al personal
2024,03,F2,c09,10,Capacitación
2024,03,F2,c09,11,Atención al personal
